,Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,RECTgt,RECRec,RECYds,RECY/R,RECTD,RECY/G,RECCtch%,RECY/Tgt,TotYds,TotTD,TotY/G,MVP
144,145,Deuce McAllister\McAlDe00,2002,24,1-23,NOR,NFL,15,15.0,325,1388,4.27,13,92.5,74.0,47,352,7.49,3,23.5,63.5%,4.76,1740,16,116.0,0
145,146,Tiki Barber\BarbTi00,2002,27,2-36,NYG,NFL,16,15.0,304,1387,4.56,11,86.7,95.0,69,597,8.65,0,37.3,72.6%,6.28,1984,11,124.0,0
146,147,Ahman Green\GreeAh00,2001,24,3-76,GNB,NFL,16,16.0,304,1387,4.56,9,86.7,82.0,62,594,9.58,2,37.1,75.6%,7.24,1981,11,123.80000000000001,0
147,148,Christian McCaffrey\McCaCh01,2019,23,1-8,CAR,NFL,16,16.0,287,1387,4.83,15,86.7,142.0,116,1005,8.66,4,62.8,81.7%,7.08,2392,19,149.5,0
148,149,Adrian Peterson\PeteAd01,2009,24,1-7,MIN,NFL,16,15.0,314,1383,4.4,18,86.4,57.0,43,436,10.14,0,27.3,75.4%,7.65,1819,18,113.7,0
149,150,Marshall Faulk*\FaulMa00,2001,28,1-2,STL,NFL,14,14.0,260,1382,5.32,12,98.7,104.0,83,765,9.22,9,54.6,79.8%,7.36,2147,21,153.3,0
150,151,Marshall Faulk*\FaulMa00,1999,26,1-2,STL,NFL,16,16.0,253,1381,5.46,7,86.3,103.0,87,1048,12.05,5,65.5,84.5%,10.17,2429,12,151.8,0
151,152,Ottis Anderson\AndeOt00,1981,24,1-8,STL,NFL,16,16.0,328,1376,4.2,9,86.0,,51,387,7.59,0,24.2,,,1763,9,110.2,0
152,153,Earl Campbell*\CampEa00,1981,26,1-1,HOU,NFL,16,16.0,361,1376,3.81,10,86.0,,36,156,4.33,0,9.8,,,1532,10,95.8,0
153,154,Charles White\WhitCh00,1987,29,1-27,RAM,NFL,15,12.0,324,1374,4.24,11,91.6,,23,121,5.26,0,8.1,,,1495,11,99.69999999999999,0
154,155,Ricky Williams\WillRi00,2003,26,1-5,MIA,NFL,16,16.0,392,1372,3.5,9,85.8,62.0,50,351,7.02,1,21.9,80.6%,5.66,1723,10,107.69999999999999,0
155,156,Michael Turner\TurnMi00,2010,28,5-154,ATL,NFL,16,15.0,334,1371,4.1,12,85.7,20.0,12,85,7.08,0,5.3,60.0%,4.25,1456,12,91.0,0
156,157,Eddie George\GeorEd00,1996,23,1-14,HOU,NFL,16,16.0,335,1368,4.08,8,85.5,28.0,23,182,7.91,0,11.4,82.1%,6.5,1550,8,96.9,0
157,158,Chris Johnson\JohnCh04,2010,25,1-24,TEN,NFL,16,16.0,316,1364,4.32,11,85.3,57.0,44,245,5.57,1,15.3,77.2%,4.3,1609,12,100.6,0
158,159,Jamal Lewis\LewiJa00,2000,21,1-5,BAL,NFL,16,13.0,309,1364,4.41,6,85.3,36.0,27,296,10.96,0,18.5,75.0%,8.22,1660,6,103.8,0
159,160,Ray Rice\RiceRa00,2011,24,2-55,BAL,NFL,16,16.0,291,1364,4.69,12,85.3,104.0,76,704,9.26,3,44.0,73.1%,6.77,2068,15,129.3,0
160,161,Le'Veon Bell\BellLe00,2014,22,2-48,PIT,NFL,16,16.0,290,1361,4.69,8,85.1,105.0,83,854,10.29,3,53.4,79.0%,8.13,2215,11,138.5,0
161,162,Marshall Faulk*\FaulMa00,2000,27,1-2,STL,NFL,14,14.0,253,1359,5.37,18,97.1,113.0,81,830,10.25,8,59.3,71.7%,7.35,2189,26,156.39999999999998,1
162,163,Ezekiel Elliott\ElliEz00,2019,24,1-4,DAL,NFL,16,16.0,301,1357,4.51,12,84.8,71.0,54,420,7.78,2,26.3,76.1%,5.92,1777,14,111.1,0
163,164,Travis Henry\HenrTr00,2003,25,2-58,BUF,NFL,15,15.0,331,1356,4.1,10,90.4,40.0,28,158,5.64,1,10.5,70.0%,3.95,1514,11,100.9,0
164,165,Terry Allen\AlleTe00,1996,28,9-241,WAS,NFL,16,16.0,347,1353,3.9,21,84.6,42.0,32,194,6.06,0,12.1,76.2%,4.62,1547,21,96.69999999999999,0
165,166,Rueben Mayes\MayeRu00,1986,23,3-57,NOR,NFL,16,12.0,286,1353,4.73,8,84.6,,17,96,5.65,0,6.0,,,1449,8,90.6,0
166,167,Ottis Anderson\AndeOt00,1980,23,1-8,STL,NFL,16,16.0,301,1352,4.49,9,84.5,,36,308,8.56,0,19.3,,,1660,9,103.8,0
167,168,Barry Sanders*\SandBa00,1992,24,1-3,DET,NFL,16,16.0,312,1352,4.33,9,84.5,40.0,29,225,7.76,1,14.1,72.5%,5.63,1577,10,98.6,0
168,169,Natrone Means\MeanNa00,1994,22,2-41,SDG,NFL,16,16.0,343,1350,3.94,12,84.4,43.0,39,235,6.03,0,14.7,90.7%,5.47,1585,12,99.10000000000001,0
169,170,John Riggins*\RiggJo00,1983,34,1-6,WAS,NFL,15,15.0,375,1347,3.59,24,89.8,,5,29,5.8,0,1.9,,,1376,24,91.7,0
170,171,Chris Warren\WarrCh00,1995,27,4-89,SEA,NFL,16,16.0,310,1346,4.34,15,84.1,50.0,35,247,7.06,1,15.4,70.0%,4.94,1593,16,99.5,0
171,172,Jerome Bettis*\BettJe00,2000,28,1-10,PIT,NFL,16,16.0,355,1341,3.78,8,83.8,19.0,13,97,7.46,0,6.1,68.4%,5.11,1438,8,89.89999999999999,0
172,173,Adrian Peterson\PeteAd01,2007,22,1-7,MIN,NFL,14,9.0,238,1341,5.63,12,95.8,28.0,19,268,14.11,1,19.1,67.9%,9.57,1609,13,114.9,0
173,174,Michael Turner\TurnMi00,2011,29,5-154,ATL,NFL,16,15.0,301,1340,4.45,11,83.8,26.0,17,168,9.88,0,10.5,65.4%,6.46,1508,11,94.3,0
174,175,Matt Forte\FortMa00,2013,28,2-44,CHI,NFL,16,16.0,289,1339,4.63,9,83.7,95.0,74,594,8.03,3,37.1,77.9%,6.25,1933,12,120.80000000000001,0
175,176,Ray Rice\RiceRa00,2009,22,2-55,BAL,NFL,16,15.0,254,1339,5.27,7,83.7,101.0,78,702,9.0,1,43.9,77.2%,6.95,2041,8,127.6,0
176,177,Joe Morris\MorrJo00,1985,25,2-45,NYG,NFL,16,16.0,294,1336,4.54,21,83.5,,22,212,9.64,0,13.3,,,1548,21,96.8,0
177,178,Thomas Jones\JoneTh00,2005,27,1-7,CHI,NFL,15,15.0,314,1335,4.25,9,89.0,39.0,26,143,5.5,0,9.5,66.7%,3.67,1478,9,98.5,0
178,179,LaDainian Tomlinson*\TomlLa00,2004,25,1-5,SDG,NFL,15,15.0,339,1335,3.94,17,89.0,66.0,53,441,8.32,1,29.4,80.3%,6.68,1776,18,118.4,0
179,180,Walter Payton*\PaytWa00,1986,32,1-4,CHI,NFL,16,16.0,321,1333,4.15,8,83.3,,37,382,10.32,3,23.9,,,1715,11,107.19999999999999,0
180,181,Brian Westbrook\WestBr00,2007,28,3-91,PHI,NFL,15,15.0,278,1333,4.79,7,88.9,118.0,90,771,8.57,5,51.4,76.3%,6.53,2104,12,140.3,0
181,182,Emmitt Smith*\SmitEm00,1998,29,1-17,DAL,NFL,16,16.0,319,1332,4.18,13,83.3,32.0,27,175,6.48,2,10.9,84.4%,5.47,1507,15,94.2,0
182,183,Freeman McNeil\McNeFr00,1985,26,1-3,NYJ,NFL,14,13.0,294,1331,4.53,3,95.1,,38,427,11.24,2,30.5,,,1758,5,125.6,0
183,184,Jim Brown*\BrowJi00,1959,23,1-6,CLE,NFL,12,12.0,290,1329,4.58,14,110.8,,24,190,7.92,0,15.8,,,1519,14,126.6,0
184,185,Kareem Hunt\HuntKa00,2017,22,3-86,KAN,NFL,16,16.0,272,1327,4.88,8,82.9,63.0,53,455,8.58,3,28.4,84.1%,7.22,1782,11,111.30000000000001,0
185,186,Jamal Lewis\LewiJa00,2002,23,1-5,BAL,NFL,16,15.0,308,1327,4.31,6,82.9,60.0,47,442,9.4,1,27.6,78.3%,7.37,1769,7,110.5,0
186,187,Gerald Riggs\RiggGe00,1986,26,1-9,ATL,NFL,16,15.0,343,1327,3.87,9,82.9,,24,136,5.67,0,8.5,,,1463,9,91.4,0
187,188,Tony Dorsett*\DorsTo00,1978,24,1-2,DAL,NFL,16,15.0,290,1325,4.57,7,82.8,,37,378,10.22,2,23.6,,,1703,9,106.4,0
188,189,Maurice Jones-Drew\DrewMa00,2010,25,2-60,JAX,NFL,14,14.0,299,1324,4.43,5,94.6,44.0,34,317,9.32,2,22.6,77.3%,7.2,1641,7,117.19999999999999,0
189,190,Tony Dorsett*\DorsTo00,1983,29,1-2,DAL,NFL,16,16.0,289,1321,4.57,8,82.6,,40,287,7.18,1,17.9,,,1608,9,100.5,0
190,191,Marshall Faulk*\FaulMa00,1998,25,1-2,IND,NFL,16,15.0,324,1319,4.07,6,82.4,106.0,86,908,10.56,4,56.8,81.1%,8.57,2227,10,139.2,0
191,192,LeSean McCoy\McCoLe01,2014,26,2-53,PHI,NFL,16,16.0,312,1319,4.23,5,82.4,37.0,28,155,5.54,0,9.7,75.7%,4.19,1474,5,92.10000000000001,0
192,193,Shaun Alexander\AlexSh00,2001,24,1-19,SEA,NFL,16,12.0,309,1318,4.27,14,82.4,59.0,44,343,7.8,2,21.4,74.6%,5.81,1661,16,103.80000000000001,0
193,194,Stephen Davis\DaviSt00,2000,26,4-102,WAS,NFL,15,15.0,332,1318,3.97,11,87.9,49.0,33,313,9.48,0,20.9,67.3%,6.39,1631,11,108.80000000000001,0
194,195,Willie Parker\ParkWi00,2007,27,,PIT,NFL,15,15.0,321,1316,4.1,2,87.7,31.0,23,164,7.13,0,10.9,74.2%,5.29,1480,2,98.60000000000001,0
195,196,Corey Dillon\DillCo00,2001,27,2-43,CIN,NFL,16,16.0,340,1315,3.87,10,82.2,61.0,34,228,6.71,3,14.3,55.7%,3.74,1543,13,96.5,0
196,197,Clinton Portis\PortCl00,2004,23,2-51,WAS,NFL,15,15.0,343,1315,3.83,5,87.7,57.0,40,235,5.88,2,15.7,70.2%,4.12,1550,7,103.4,0
197,198,Thurman Thomas*\ThomTh00,1993,27,2-40,BUF,NFL,16,16.0,355,1315,3.7,6,82.2,71.0,48,387,8.06,0,24.2,67.6%,5.45,1702,6,106.4,0
198,199,Fred Taylor\TaylFr00,2002,26,1-9,JAX,NFL,16,16.0,287,1314,4.58,8,82.1,57.0,49,408,8.33,0,25.5,86.0%,7.16,1722,8,107.6,0
199,200,Jordan Howard\HowaJo00,2016,22,5-150,CHI,NFL,15,13.0,252,1313,5.21,6,87.5,50.0,29,298,10.28,1,19.9,58.0%,5.96,1611,7,107.4,0
200,201,Thomas Jones\JoneTh00,2008,30,1-7,NYJ,NFL,16,14.0,290,1312,4.52,13,82.0,42.0,36,207,5.75,2,12.9,85.7%,4.93,1519,15,94.9,0
201,202,Eric Dickerson*\DickEr00,1989,29,1-2,IND,NFL,15,14.0,314,1311,4.18,7,87.4,,30,211,7.03,1,14.1,,,1522,8,101.5,0
202,203,Corey Dillon\DillCo00,2002,28,2-43,CIN,NFL,16,16.0,314,1311,4.18,7,81.9,61.0,43,298,6.93,0,18.6,70.5%,4.89,1609,7,100.5,0
203,204,Terry Allen\AlleTe00,1995,27,9-241,WAS,NFL,16,16.0,338,1309,3.87,10,81.8,40.0,31,232,7.48,1,14.5,77.5%,5.8,1541,11,96.3,0
204,205,Rudi Johnson\JohnRu00,2006,27,4-100,CIN,NFL,16,15.0,341,1309,3.84,12,81.8,31.0,23,124,5.39,0,7.8,74.2%,4.0,1433,12,89.6,0
205,206,LeSean McCoy\McCoLe01,2011,23,2-53,PHI,NFL,15,15.0,273,1309,4.79,17,87.3,69.0,48,315,6.56,3,21.0,69.6%,4.57,1624,20,108.3,0
206,207,William Andrews\AndrWi00,1980,25,3-79,ATL,NFL,16,16.0,265,1308,4.94,4,81.8,,51,456,8.94,1,28.5,,,1764,5,110.3,0
207,208,Curtis Martin*\MartCu00,2003,30,3-74,NYJ,NFL,16,16.0,323,1308,4.05,2,81.8,53.0,42,262,6.24,0,16.4,79.2%,4.94,1570,2,98.19999999999999,0
208,209,Saquon Barkley\BarkSa00,2018,21,1-2,NYG,NFL,16,16.0,261,1307,5.01,11,81.7,121.0,91,721,7.92,4,45.1,75.2%,5.96,2028,15,126.80000000000001,0
209,210,Tony Dorsett*\DorsTo00,1985,31,1-2,DAL,NFL,16,16.0,305,1307,4.29,7,81.7,,46,449,9.76,3,28.1,,,1756,10,109.80000000000001,0
210,211,Jim Taylor*\TaylJi00,1961,26,2-15,GNB,NFL,14,14.0,243,1307,5.38,15,93.4,,25,175,7.0,1,12.5,,,1482,16,105.9,0
211,212,Marshawn Lynch\LyncMa00,2014,28,1-12,SEA,NFL,16,14.0,280,1306,4.66,13,81.6,48.0,37,367,9.92,4,22.9,77.1%,7.65,1673,17,104.5,0
212,213,Todd Gurley\GurlTo01,2017,23,1-10,LAR,NFL,15,15.0,279,1305,4.68,13,87.0,87.0,64,788,12.31,6,52.5,73.6%,9.06,2093,19,139.5,0
213,214,Eddie George\GeorEd00,1999,26,1-14,TEN,NFL,16,16.0,320,1304,4.08,9,81.5,65.0,47,458,9.74,4,28.6,72.3%,7.05,1762,13,110.1,0
214,215,Jamal Lewis\LewiJa00,2007,28,1-5,CLE,NFL,15,15.0,298,1304,4.38,9,86.9,39.0,30,248,8.27,2,16.5,76.9%,6.36,1552,11,103.4,0
215,216,Barry Sanders*\SandBa00,1990,22,1-3,DET,NFL,16,16.0,255,1304,5.11,13,81.5,,36,480,13.33,3,30.0,,,1784,16,111.5,0
216,217,Billy Sims\SimsBi00,1980,25,1-1,DET,NFL,16,16.0,313,1303,4.16,13,81.4,,51,621,12.18,3,38.8,,,1924,16,120.2,0
217,218,William Andrews\AndrWi00,1981,26,3-79,ATL,NFL,16,16.0,289,1301,4.5,10,81.3,,81,735,9.07,2,45.9,,,2036,12,127.19999999999999,0
218,219,Earl Campbell*\CampEa00,1983,28,1-1,HOU,NFL,14,14.0,322,1301,4.04,12,92.9,,19,216,11.37,0,15.4,,,1517,12,108.30000000000001,0
219,220,James Wilder\WildJa00,1985,27,2-34,TAM,NFL,16,16.0,365,1300,3.56,10,81.3,,53,341,6.43,0,21.3,,,1641,10,102.6,0
220,221,Adrian Peterson\PeteAd01,2010,25,1-7,MIN,NFL,15,15.0,283,1298,4.59,12,86.5,50.0,36,341,9.47,1,22.7,72.0%,6.82,1639,13,109.2,0
221,222,Thurman Thomas*\ThomTh00,1990,24,2-40,BUF,NFL,16,16.0,271,1297,4.79,11,81.1,,49,532,10.86,2,33.3,,,1829,13,114.39999999999999,0
222,223,Michael Bennett\BennMi00,2002,24,1-27,MIN,NFL,16,16.0,255,1296,5.08,5,81.0,41.0,37,351,9.49,1,21.9,90.2%,8.56,1647,6,102.9,0
223,224,Eddie George\GeorEd00,1998,25,1-14,TEN,NFL,16,16.0,348,1294,3.72,5,80.9,49.0,37,310,8.38,1,19.4,75.5%,6.33,1604,6,100.30000000000001,0
224,225,Napoleon Kaufman\KaufNa00,1997,24,1-18,OAK,NFL,16,16.0,272,1294,4.76,6,80.9,50.0,40,403,10.08,2,25.2,80.0%,8.06,1697,8,106.10000000000001,0
225,226,Mike Pruitt\PruiMi00,1979,25,1-7,CLE,NFL,16,16.0,264,1294,4.9,9,80.9,,41,372,9.07,2,23.3,,,1666,11,104.2,0
226,227,Le'Veon Bell\BellLe00,2017,25,2-48,PIT,NFL,15,15.0,321,1291,4.02,9,86.1,106.0,85,655,7.71,2,43.7,80.2%,6.18,1946,11,129.8,0
227,228,Eric Dickerson*\DickEr00,1987,27,1-2,2TM,NFL,12,10.0,283,1288,4.55,6,107.3,,18,171,9.5,0,14.3,,,1459,6,121.6,0
228,229,Jamaal Charles\CharJa00,2013,27,3-73,KAN,NFL,15,15.0,259,1287,4.97,12,85.8,104.0,70,693,9.9,7,46.2,67.3%,6.66,1980,19,132.0,0
229,230,Curtis Martin*\MartCu00,1998,25,3-74,NYJ,NFL,15,15.0,369,1287,3.49,8,85.8,57.0,43,365,8.49,1,24.3,75.4%,6.4,1652,9,110.1,0
230,231,DeMarco Murray\MurrDe00,2016,28,3-71,TEN,NFL,16,16.0,293,1287,4.39,9,80.4,67.0,53,377,7.11,3,23.6,79.1%,5.63,1664,12,104.0,0
231,232,Marshall Faulk*\FaulMa00,1994,21,1-2,IND,NFL,16,16.0,314,1282,4.08,11,80.1,74.0,52,522,10.04,1,32.6,70.3%,7.05,1804,12,112.69999999999999,0
232,233,Steve Slaton\SlatSt00,2008,22,3-89,HOU,NFL,16,15.0,268,1282,4.78,9,80.1,59.0,50,377,7.54,1,23.6,84.7%,6.39,1659,10,103.69999999999999,0
233,234,Neal Anderson\AndeNe00,1989,25,1-27,CHI,NFL,16,16.0,274,1275,4.65,11,79.7,,50,434,8.68,4,27.1,,,1709,15,106.80000000000001,0
234,235,Alfred Morris\MorrAl00,2013,25,6-173,WAS,NFL,16,16.0,276,1275,4.62,7,79.7,12.0,9,78,8.67,0,4.9,75.0%,6.5,1353,7,84.60000000000001,0
235,236,Rashard Mendenhall\MendRa00,2010,23,1-23,PIT,NFL,16,16.0,324,1273,3.93,13,79.6,34.0,23,167,7.26,0,10.4,67.6%,4.91,1440,13,90.0,0
236,237,Duce Staley\StalDu00,1999,24,3-71,PHI,NFL,16,16.0,325,1273,3.92,4,79.6,66.0,41,294,7.17,2,18.4,62.1%,4.45,1567,6,98.0,0
237,238,Mark van Eeghen\VanEMa00,1977,25,3-75,OAK,NFL,14,14.0,324,1273,3.93,7,90.9,,15,135,9.0,0,9.6,,,1408,7,100.5,0
238,239,Ricky Watters\WattRi00,1995,26,2-45,PHI,NFL,16,16.0,337,1273,3.78,11,79.6,93.0,62,434,7.0,1,27.1,66.7%,4.67,1707,12,106.69999999999999,0
239,240,Jay Ajayi\AjayJa00,2016,23,5-149,MIA,NFL,15,12.0,260,1272,4.89,8,84.8,35.0,27,151,5.59,0,10.1,77.1%,4.31,1423,8,94.89999999999999,0
240,241,Ottis Anderson\AndeOt00,1983,26,1-8,STL,NFL,15,15.0,296,1270,4.29,5,84.7,,54,459,8.5,1,30.6,,,1729,6,115.30000000000001,0
241,242,Le'Veon Bell\BellLe00,2016,24,2-48,PIT,NFL,12,12.0,261,1268,4.86,7,105.7,94.0,75,616,8.21,2,51.3,79.8%,6.55,1884,9,157.0,0
242,243,LeSean McCoy\McCoLe01,2016,28,2-53,BUF,NFL,15,15.0,234,1267,5.41,13,84.5,57.0,50,356,7.12,1,23.7,87.7%,6.25,1623,14,108.2,0
243,244,Justin Forsett\ForsJu00,2014,29,7-233,BAL,NFL,16,14.0,235,1266,5.39,8,79.1,59.0,44,263,5.98,0,16.4,74.6%,4.46,1529,8,95.5,0
244,245,Adrian Peterson\PeteAd01,2013,28,1-7,MIN,NFL,14,14.0,279,1266,4.54,10,90.4,40.0,29,171,5.9,1,12.2,72.5%,4.28,1437,11,102.60000000000001,0
245,246,Robert Smith\SmitRo00,1997,25,1-21,MIN,NFL,14,14.0,232,1266,5.46,6,90.4,44.0,37,197,5.32,1,14.1,84.1%,4.48,1463,7,104.5,0
246,247,Ricky Bell\BellRi01,1979,24,1-1,TAM,NFL,16,16.0,283,1263,4.46,7,78.9,,25,248,9.92,2,15.5,,,1511,9,94.4,0
247,248,Stevan Ridley\RidlSt00,2012,23,3-73,NWE,NFL,16,12.0,290,1263,4.36,12,78.9,14.0,6,51,8.5,0,3.2,42.9%,3.64,1314,12,82.10000000000001,0
248,249,Dalton Hilliard\HillDa00,1989,25,2-31,NOR,NFL,16,16.0,344,1262,3.67,13,78.9,,52,514,9.88,5,32.1,,,1776,18,111.0,0
249,250,Clinton Portis\PortCl00,2007,26,2-51,WAS,NFL,16,16.0,325,1262,3.88,11,78.9,60.0,47,389,8.28,0,24.3,78.3%,6.48,1651,11,103.2,0
250,251,Wendell Tyler\TyleWe00,1984,29,3-79,SFO,NFL,16,15.0,246,1262,5.13,7,78.9,,28,230,8.21,2,14.4,,,1492,9,93.30000000000001,0
251,252,Edgerrin James*\JameEd00,2003,25,1-4,IND,NFL,13,13.0,310,1259,4.06,11,96.8,71.0,51,292,5.73,0,22.5,71.8%,4.11,1551,11,119.3,0
252,253,Delvin Williams\WillDe01,1978,27,2-49,MIA,NFL,16,15.0,272,1258,4.63,8,78.6,,18,192,10.67,0,12.0,,,1450,8,90.6,0
253,254,Jim Brown*\BrowJi00,1960,24,1-6,CLE,NFL,12,12.0,215,1257,5.85,9,104.8,,19,204,10.74,2,17.0,,,1461,11,121.8,0
254,255,Marshawn Lynch\LyncMa00,2013,27,1-12,SEA,NFL,16,16.0,301,1257,4.18,12,78.6,44.0,36,316,8.78,2,19.8,81.8%,7.18,1573,14,98.39999999999999,0
255,256,Ryan Mathews\MathRy00,2013,26,1-12,SDG,NFL,16,14.0,285,1255,4.4,6,78.4,33.0,26,189,7.27,1,11.8,78.8%,5.73,1444,7,90.2,0
256,257,Ryan Grant\GranRy00,2009,27,,GNB,NFL,16,16.0,282,1253,4.44,11,78.3,30.0,25,197,7.88,0,12.3,83.3%,6.57,1450,11,90.6,0
257,258,Cedric Benson\BensCe00,2009,27,1-4,CIN,NFL,13,13.0,301,1251,4.16,6,96.2,24.0,17,111,6.53,0,8.5,70.8%,4.63,1362,6,104.7,0
258,259,Todd Gurley\GurlTo01,2018,24,1-10,LAR,NFL,14,14.0,256,1251,4.89,17,89.4,81.0,59,580,9.83,4,41.4,72.8%,7.16,1831,21,130.8,0
259,260,O.J. Simpson*\SimpO.00,1972,25,1-1,BUF,NFL,14,14.0,292,1251,4.28,6,89.4,,27,198,7.33,0,14.1,,,1449,6,103.5,0
260,261,Adrian Murrell\MurrAd00,1996,26,5-120,NYJ,NFL,16,16.0,301,1249,4.15,6,78.1,36.0,17,81,4.76,1,5.1,47.2%,2.25,1330,7,83.19999999999999,0
261,262,Willis McGahee\McGaWi00,2005,24,1-23,BUF,NFL,16,15.0,325,1247,3.84,5,77.9,37.0,28,178,6.36,0,11.1,75.7%,4.81,1425,5,89.0,0
262,263,Arian Foster\FostAr00,2014,28,,HOU,NFL,13,13.0,260,1246,4.79,8,95.8,59.0,38,327,8.61,5,25.2,64.4%,5.54,1573,13,121.0,0
263,264,Franco Harris*\HarrFr00,1975,25,1-13,PIT,NFL,14,14.0,262,1246,4.76,10,89.0,,28,214,7.64,1,15.3,,,1460,11,104.3,0
264,265,Ricky Williams\WillRi00,2001,24,1-5,NOR,NFL,16,16.0,313,1245,3.98,6,77.8,88.0,60,511,8.52,1,31.9,68.2%,5.81,1756,7,109.69999999999999,0
265,266,C.J. Spiller\SpilC.00,2012,25,1-9,BUF,NFL,16,9.0,207,1244,6.01,6,77.8,57.0,43,459,10.67,2,28.7,75.4%,8.05,1703,8,106.5,0
266,267,Thurman Thomas*\ThomTh00,1989,23,2-40,BUF,NFL,16,16.0,298,1244,4.17,6,77.8,,60,669,11.15,6,41.8,,,1913,12,119.6,0
267,268,Chris Johnson\JohnCh04,2012,27,1-24,TEN,NFL,16,15.0,276,1243,4.5,6,77.7,49.0,36,232,6.44,0,14.5,73.5%,4.73,1475,6,92.2,0
268,269,Ricky Watters\WattRi00,2000,31,2-45,SEA,NFL,16,16.0,278,1242,4.47,7,77.6,92.0,63,613,9.73,2,38.3,68.5%,6.66,1855,9,115.89999999999999,0
269,270,Steven Jackson\JackSt00,2010,27,1-24,STL,NFL,16,16.0,330,1241,3.76,6,77.6,62.0,46,383,8.33,0,23.9,74.2%,6.18,1624,6,101.5,0
270,271,Reuben Droughns\DrouRe00,2004,26,3-81,DEN,NFL,16,15.0,275,1240,4.51,6,77.5,44.0,32,241,7.53,2,15.1,72.7%,5.48,1481,8,92.6,0
271,272,Ahman Green\GreeAh00,2002,25,3-76,GNB,NFL,14,14.0,286,1240,4.34,7,88.6,74.0,57,393,6.89,2,28.1,77.0%,5.31,1633,9,116.69999999999999,0
272,273,James Brooks\BrooJa00,1989,31,1-24,CIN,NFL,16,14.0,221,1239,5.61,7,77.4,,37,306,8.27,2,19.1,,,1545,9,96.5,0
273,274,David Johnson\JohnDa08,2016,25,3-86,ARI,NFL,16,16.0,293,1239,4.23,16,77.4,120.0,80,879,10.99,4,54.9,66.7%,7.33,2118,20,132.3,0
274,275,Leroy Kelly*\KellLe00,1968,26,8-110,CLE,NFL,14,14.0,248,1239,5.0,16,88.5,,22,297,13.5,4,21.2,,,1536,20,109.7,0
275,276,John Riggins*\RiggJo00,1984,35,1-6,WAS,NFL,14,14.0,327,1239,3.79,14,88.5,,7,43,6.14,0,3.1,,,1282,14,91.6,0
276,277,Ricky Watters\WattRi00,1998,29,2-45,SEA,NFL,16,16.0,319,1239,3.88,9,77.4,73.0,52,373,7.17,0,23.3,71.2%,5.11,1612,9,100.7,0
277,278,Matt Forte\FortMa00,2008,23,2-44,CHI,NFL,16,16.0,316,1238,3.92,8,77.4,76.0,63,477,7.57,4,29.8,82.9%,6.28,1715,12,107.2,0
278,279,Lawrence McCutcheon\McCuLa00,1977,27,3-70,RAM,NFL,14,14.0,294,1238,4.21,7,88.4,,25,274,10.96,2,19.6,,,1512,9,108.0,0
279,280,LaDainian Tomlinson*\TomlLa00,2001,22,1-5,SDG,NFL,16,16.0,339,1236,3.65,10,77.3,74.0,59,367,6.22,0,22.9,79.7%,4.96,1603,10,100.19999999999999,0
280,281,Ahmad Bradshaw\BradAh00,2010,24,7-250,NYG,NFL,16,11.0,276,1235,4.47,8,77.2,58.0,47,314,6.68,0,19.6,81.0%,5.41,1549,8,96.80000000000001,0
281,282,Eric Dickerson*\DickEr00,1985,25,1-2,RAM,NFL,14,14.0,292,1234,4.23,12,88.1,,20,126,6.3,0,9.0,,,1360,12,97.1,0
282,283,Reuben Droughns\DrouRe00,2005,27,3-81,CLE,NFL,16,16.0,309,1232,3.99,2,77.0,56.0,39,369,9.46,0,23.1,69.6%,6.59,1601,2,100.1,0
283,284,Gale Sayers*\SayeGa00,1966,23,1-4 1-5AFL,CHI,NFL,14,13.0,229,1231,5.38,8,87.9,,34,447,13.15,2,31.9,,,1678,10,119.80000000000001,0
284,285,Chris Carson\CarsCh00,2019,25,7-249,SEA,NFL,15,15.0,278,1230,4.42,7,82.0,47.0,37,266,7.19,2,17.7,78.7%,5.66,1496,9,99.7,0
285,286,Charlie Garner\GarnCh00,1999,27,2-42,SFO,NFL,16,15.0,241,1229,5.1,4,76.8,76.0,56,535,9.55,2,33.4,73.7%,7.04,1764,6,110.19999999999999,0
286,287,Chris Johnson\JohnCh04,2008,23,1-24,TEN,NFL,15,14.0,251,1228,4.89,9,81.9,62.0,43,260,6.05,1,17.3,69.4%,4.19,1488,10,99.2,0
287,288,Craig James\JameCr00,1985,24,7-187,NWE,NFL,16,14.0,263,1227,4.67,5,76.7,,27,360,13.33,2,22.5,,,1587,7,99.2,0
288,289,Lorenzo White\WhitLo00,1992,26,1-22,HOU,NFL,16,16.0,265,1226,4.63,7,76.6,77.0,57,641,11.25,1,40.1,74.0%,8.32,1867,8,116.69999999999999,0
289,290,Marion Butts\ButtMa00,1990,24,7-183,SDG,NFL,14,13.0,265,1225,4.62,8,87.5,,16,117,7.31,0,8.4,,,1342,8,95.9,0
290,291,Arian Foster\FostAr00,2011,25,,HOU,NFL,13,13.0,278,1224,4.4,10,94.2,72.0,53,617,11.64,2,47.5,73.6%,8.57,1841,12,141.7,0
291,292,Fred Taylor\TaylFr00,2004,28,1-9,JAX,NFL,14,14.0,260,1224,4.71,2,87.4,58.0,36,345,9.58,1,24.6,62.1%,5.95,1569,3,112.0,0
